STRID,TEXT
6a_Process.21,"[censored]. И где вас таких умных на свет производят, а? {обращаясь к Звонгендабе} Говори, тварь, куда Гудвина дели - а то распатроню прямо здесь. <disgust1>"
6a_Process.10,"{глядя на Звонгендабу} Про тебя с самого начала всё было ясно. Я как тебя увидел - моментально понял, что в шахте ты будешь постараешься установить свои козлиные порядки. Не выйдет! Усвоил, [censored] такая? <disgust1>"
6a_Sheet.1,"going_to_guver_with_zvongendaba"
5d_Process.29,"{Снежок порывается ползти к Гуверу, но не решается} Я, начальник! Но он сам хотел, сам! Глазом клянусь! <fear>"
5d_Process.18,"Так точно."
5d_Process,"{Гувер кивает на негров} Значит, вот эти гуталины отличились больше всех? <attention>"
5c_Process.7,"{Звонгендаба цедит сквозь зубы} Встретимся мы ещё с тобой, @hero... Ох, встретимся. Запомни меня хорошенько. <discontent>"
5b_Sheet.28,"переход на After_scripts5"
5b_Process.10,"{буравит Снежка взглядом, цедит сквозь зубы} Ты моего Гудвина утащил, мразь? <edgy>"
5_Process.8,"{Гувер разводит руками} Ну, ты хоть поздоровайся со мной, озорник! <smile1>"
4_Process.50,"Там что, одни негры?"
2c_Sheet.166,"going_to_guver_with_smoked"
2c_Process.4,"{Гувер поднимает глаза} Чего молчишь? Я тебе задание давал - ты его не осознал, что ли? <disgust>"
2a_Process.213,"Да ничего. Что я, дурачок - на такие детские разводки веститсь? Ведь ясно же, что подстава, то бишь - замануха. Вот, сообщаю тебе - не разведёшь меня на такой туфте. <attention>"
2a_Process.169,"Ладно, расскажу. Там дальше смешно было. <smile1>"
2a_Process.26,"Да по большому счёту - нечего мне больше сообщить."
2_Process.38,"Ну, говорят - да. Хотя она сама этого добивалась, сука. Дело было так..."
2_Process.16,"За кражонку паршивую. Подумаешь, свинтил со звездолёта блок управления на продажу..."
2_Process.8,"Да кто ж знал, что он у вас такой душный? Прицепился к ерунде..."
1_Process.180,"Конечно, нет. Твоего папы. Хотя - вряд ли ты его знаешь. Я бы от такого тупого сынка тоже сбежал, не чуя ног. Имя, баран. <contempt>"
1_Process.109,"Что ещё за людоеды такие?"
Q_Process.81,"Прикольно у вас тут!"
11_Process.15,"{Снежок выметается}"
11_Process.26,"{вбегает негр Снежок, держа в руках окровавленное ухо и показывая пальцем на тебя} Хозяин, этот человек убил твоего заместителя! Негры всё видели, негры всё знают! От нас не скроешь правду! Смерть убийце уважаемого Волка! <fear>"
11_Process.6,"Да ничего. Как сквозь землю провалился твой Волк."
9_Process.17,"{Гувер весело смеётся} Быстро ты его развёл! Ну, теперь никаких сомнений нет. Ужо я его этим ключиком порадую разными весёлыми способами.\nИдём, берём паренька. <smile2>"
6_Process.15,"{кивает охране} Увести. C его глазом мы немного погодя разберёмся подробно. "
5g_Sheet.10,"5f"
5c_Process.40,"Кто там украл этого Гудвина - меня касается не сильно. Меня интересовало другое - на чьей совести резня между шахтёрами. Со Снежком может разобраться кто-нибудь другой. Могу и я, если поступит приказ. "
5_Process.19,"Сидел в шахте, спрятанный. Негры. Они и дрались-то на самом деле в основном из-за него - поделить никак не могли."
5_Process.9,"{Гудвин произносит чуть слышно.} Здравствуйте, папинька. <sadness>"
5_Process,"{у Гувера падает челюсть. С него слетает вся солидность и начальственный облик. Он взлетает с кресла, стремительно подбегает к чумазому понурому человечку, кладёт руки ему на плечи и заглядывает в глаза} Гудвин! Сынок! Ты ли это? {Гувер крепко обнимает Гудвина} Да как же такое получается? Я ж тебя уже похоронил!  {отпускает Гудвина, снова глядит на него со стороны} Ну, хорошо-то как. Теперь заживём! Как же ты похудел! Что случилось-то? Ты в шахту упал, что ли? <surprise2>"
4_Process.73,"Так точно.\nПриказ понял, выполняю. <fear>"
4_Process.62,"Никак нет.\nПриказ понял, выполняю. <fear>"
4_Process.51,"Нет, не одни. Их там очень много. "
4_Process.3,"{Смотрит на подписи, дописывает что-то, убирает бумажку в стол} Прыткий ты паренёк - докладывают, шороху навёл знатного, не опозорился то бишь. Цацкес, говорят, после общения с тобой аж за сердце хватался. Что ж, такие люди нам нужны. Можешь считать себя принятым во внутреннюю охрану. Будешь продолжать в том же духе - поднимешься ещё. Держи козырный прикид. {выдаёт чёрную робу}"
2a_Process.126,"Любопытный ты больно. Ну давай, спрашивай."
2a_Process.104,"Давай."
1b_Process.165,"Как же ты утомил, @hero. Давненько мы, однако, никого людоедам не продавали. А ведь эта воспитательная мера не имеет равных по эффективности. Гаврила и Хомяк! Этого - на мясо. <rage2>"
1_Process.192,"@hero. "
13_Sheet.5,"dialog 5z"
12_Process.22,"Слышь, Гувер, давай поговорим как разумные люди. Обозначь цену. Если мы начнём драться, потери среди твоих гавриков будут ужасающие. Так что подумай, что тебе важнее - моя смерть или их жизнь. <attention>"
9_Process.18,"{Гувер переводит взгляд с одного предмета на другой, потом ухмыляется} Быстро ты его развёл! Ну, теперь никаких сомнений нет. Ужо я найду применение этим интересным предметам.\nИдём, берём паренька. <smile2>"
5g_Sheet.11,"5"
5d_Sheet.1,"going_to_guver_with_goodwin_snowball_and_zvongendaba"
5_Process.91,"А что, телохранители больше никому не требуются?"
5_Process.80,"{украдкой посмотреть на Гувера}"
4_Preparation,"Урегулировать конфликт между группировками негров в угольной шахте, доложить Гуверу."
3_Process.13,"[выход]"
2c_Preparation,"Надо сходить в карцер и привести Копчёному работника вместо себя."
2a_Process.149,"Только чуть-чуть, издалека..."
2a_Process.17,"{Гувер явно не в духе} Привет. Чего надо?"
2_Process.18,"Однако! Видать, пару космодромов обездвижил, раз аж сюда заехал. Ну, в общем так. Определяю тебя во внутреннюю охрану. Больше ты ни на что не годен, судя по облику и поведению. Бери дубину. Уличу в воровстве - пеняй на себя, сразу повешу. Не хватает охраны, а то хрен бы я тебя взял. Вопросы?"
1_Preparation,"Гувер хочет, чтобы я истребил всех крыс на складе рядом с литейкой."
1_Process.4,"Секретное моё имя. Тебе не скажу."
1_Process.50,"{ухмыляется, кладёт на стол пистолет устрашающего облика} А я вот о другом подумал - давненько я лично никого не расстреливал за неподобающее поведение. <smile5>"
Q_Process.94,"И как?"
Q_Process.83,"А как же. У нас весело. Но поначалу этого обстоятельства не учли. Из южных новичков и опытных шахтёров-северян сформировали две бригады, равномерно распределив по ним свежую рабочую силу. Однако это вместо ударного труда сразу же привело к жестоким конфликтам. В результате получился труп и несколько раненых. Тогда негров разделили на две бригады другим способом – северных в первую, южных во вторую."
12_Process.45,"Неужто ты специально с промзоны сюда за мной явился, Гувер? <smile2>"
12_Process.12,"Интересно, почему это ты, Гувер, в одной связке с арийской разведкой работаешь. Ты сам-то не засланный на промзоне, случаем? <smile5>"
11_Process.8,"Найди Волка, @hero. Он не мог уйти далеко. Не самому же мне старыми костями греметь."
6a_Process.13,"В шахте сидит - где ещё. Снежка пощиплите как следует. <attention>"
5z_Process.17,"{Гувер смотрит на тебя удивлённо} Я приказа вроде пока не отменял. Ты чего пост оставил? Иди, выполняй до особого распоряжения."
5g_Sheet.12,"11"
5c_Process.42,"Кто украл Гудвина? Снежок? Или кто?"
5c_Process.20,"Задание было - урегулировать конфликт между неграми, выявить зачинщиков и привести их сюда. Это задание я выполнил. Главный разжигатель свары, которого я подозреваю в убийстве лично или через подручных не менее двух рабочих - это Звонгендаба, или по-нашему Звонок. "
5b_Process.24,"{передать Снежка охране}"
5b_Process.13,"{Снежок порывается ползти к Гуверу, но не решается} Я, начальник! Но он сам хотел, сам! Глазом отвечаю! <fear>"
5_Process.81,"{посмотреть Гудвину вслед}"
5_Sheet.2,"going_to_guver_with_goodwin"
4_Process.5,"{Гувер достаёт из стола бумажку, что-то туда вписывает и протягивает тебе.} Подпиши. \n\nНа бумажке написано:\n\n\"Статус - прикреплённый\nИмя - @hero\nНачальнику охраны ОЗ ВП Гуверу\n\nЗАЯВЛЕНИЕ\n\nПрошу принять меня с @date на должность внутреннего охранника.\nОбязуюсь выполнять приказы начальства, блюсти субординацию и прилежно выполнять свои обязанности.\nГотов нести ответственность за свои действия согласно понятиям.\n\n@date                  ____________\""
2c_Process.161,"{У Гувера дёргается веко} АААААААААААА!!!!!!!!!!!!!!!!!!\nУберите его от меня. Срочно продать к едрене-фене. Толку не будет. <edgy>"
2c_Process.42,"Да я уже всё понял. Вспылил, был неправ. Искуплю. Что делать нужно?"
2c_Process.20,"{Гувер внезапно грохает кулаком о стол со всей силы, лицо его искажается гневом} [censored] ты [censored]!!! Я тебя слушаю ещё две секунды. Продолжай в том же духе - и ты не жилец. <edgy>"
2a_Process.117,"Какие требования?"
2a_Process.29,"Ну, я думаю - интересно, чем это кончится. Взял да и согласился. А [censored] нам, кабанам? Не поверил, конечно - что я, вчера родился? <distrust>"
1b_Process.167,"Э, да я же пошутил! Готов работать! <fear>"
1_Process.95,"В горах людоеды голодные сидят. Сбагрим тебя на мясо, да и всё. Пойдёшь под пивко."
1_Process.84,"Скоро узнаешь, немного осталось."
1_Process.73,"{вздыхает} Короче, надоел ты мне хуже горькой редьки. Гаврила и Хомяк! Этого - на продажу. Толку с него не будет, вижу как днём."
1_Process.5,"Отличное имя. Соответствует. Что можешь делать? <smile5>"
12_Process.13,"{оглушительно хохочет} Это не я в связке с разведкой, а она в связке со мной, @hero!!! У нас есть методы для работы с кем угодно. Даже с тобой. Так что ты лучше не баклань, а молись, пока есть чем! <smile2>"
11_Process.9,"Буду стараться!"
11_Process,"{Гувер взволнован} Ну как, @hero? Как дела? <attention>"
9_Process,"{Гувер улыбается} Ну как, шпиён, разнюхал что-нибудь? <smile5>"
8a_Process.2,"Над чем?"
5f_Process.34,"{ухмыляется} Очень ранимый паренёк. Ну, нам не привыкать. А ты молодец, @hero! Наслышан краем уха о твоих особо прогрессивных методах. {смеётся} <smile5>"
5c_Process.21,"{задумчиво} Твою логику понял. Со Снежком этим разберёмся отдельно. {охране} Негра - увести. Я с ним тоже ещё пообщаюсь. Вообще, помню, как привезли его к нам - сразу понял, что впору беды ждать."
5c_Process.10,"{сверлит Звонгендабу взглядом} Ты моего Гудвина утащил, мразь? <attention>"
5c_Process,"{Гувер кивает на Звонгендабу} Эта сволочь во всём виновата? <attention>"
5_Process.60,"{Гувер достаёт из стола бумажку, что-то туда вписывает и протягивает тебе.} Подпиши. \n\nНа бумажке написано:\n\n\"Статус - прикреплённый\nИмя - @hero\nНачальнику охраны ОЗ ВП Гуверу\n\nЗАЯВЛЕНИЕ\n\nПрошу освободить меня с @date от должности внутреннего охранника в связи с переходом на другую работу.\n\n@date                  ____________\""
4_Process.65,"Я не негр! И с неграми мне общего языка не найти никогда. <attention>"
4_Process.54,"Ясно. Попытаюсь."
4_Process.32,"Ты как понятия назвал, щегол? А если ответить придётся? Подписывай, пока я добрый! <attention>"
4_Process.21,"Если по мелочи - я сам определю. Если по-большому - соберём сходняк, решим."
4_Process,"{протянуть заполненный подписной лист}"
2c_Process.43,"У меня такое ощущение, что я должен охранять порядок на предприятии, а не нарушать его. И уж тем более - не участвовать во всяких там интригах и склоках. <contempt>"
2c_Process.10,"Задание понял."
2c_Process.8,"Иди и приведи Копчёному человека из карцера вместо себя, кретина - и чтобы только ветер в ушах свистел. Можешь считать, что заново родился. <attention>"
2a_Process.217,"Должен быть вроде тебя - плотный и чтобы драться умел. Берёшься, нет?"
2a_Process.118,"Сто лет ты Толяну не нужен как электрик. За Толяна не переживай, короче."
1b_Process,"{ухмыляясь} Ну, как дела? Что у нас с окончательным решением крысиного вопроса?"
1b_Process.7,"Отлично. Тебе надо посетить начальников всех цехов и получить от них росписи вот в этом бегунке - что они тебе, мол, доверяют. Такие у нас правила. \nЗайдёшь к Копчёному в литейку, к Билли-Бобу в цех грубой обработки, к Цацкесу на склад (страшный жлоб этот Цацкес). Начальника цеха окончательной обработки зовут Курт. Начальник сборочного цеха известен как Самоделкин. Рекомендую поинтересоваться - почему. Повеселишься от души. Он прикольный парень, очень любит эту историю рассказывать. Ну, давай. Ежели попросят помочь в чём-нибудь - не отказывай, это тоже входит в твои обязанности."
1_Process.30,"Крыс убивать не буду. Яду насыпь. Кошака заведи! Чё я, лох?! Не, отказать! <contempt>"
1_Process.184,"Гаврила и Хомяк! Отведите безымянного парня к нашим друзьям на востоке. Только обязательно притащите назад его уши. Они у него забавные, я их засушу. Остальное пусть сожрут."
1_Process.96,"Ты, урод, резко освободил меня!"
1_Process.85,"Ну, давай, полный вперёд. Здесь мне всё равно не жизнь."
1_Process.74,"Э, погоди, погоди. Что значит - на продажу? <fear>"
1_Process.63,"Ясно."
1_Process.52,"Стало быть, вакансии хлебореза нет?"
1_Process.6,"Умею делать больно в промышленных масштабах."
0_Sheet.33,"0"
Q_Process.96,"Сперва я хотел расстрелять Снежка, но мне начали рассказывать, что в забое всё только на нём и держится, что без Снежка никто вообще работать не будет, и тому подобное. Тогда я предложил расстрелять южных - всех или хотя бы через одного. Тут вообще поднялся вой до небес - мол, за них заплатили столько, что взвод баб купить можно. Самое плохое - заниматься мне этим совершенно некогда, у меня и тут дел по горло. Даю тебе все полномочия - главное, усмирить обезьян этих. Понял?"
12_Process.47,"Вынужден признать, @hero - паренёк ты опасный и в целом сообразительный. Если бы ты с этим арийским идиотом Отто коварные планы не в карцере обсуждал, а ещё где - даже и не знаю, как бы я тебя ловил. А карцер мы с удовольствием прослушиваем, когда внутри есть хотя бы один человек. Порой так интересно, что и не выразить. А уж когда двое - ушей не оторвать. Маленький вроде бы прокол - и вот результат. <smile5>"
11_Process.19,"{обращаясь к негру} Тебя кто из норы выпустил, гуталин? Работать!!! Если план не сдадите - окуну в сортире всех по очереди, как в прошлый раз. ВОН! <rage2>"
8_Process.20,"Стукачом быть не желаю. <contempt>"
6b_Process.21,"{Гувер подскакивает на стуле} Мой Гудвин - в шахте??? @hero! Быстро хватай этих двоих поганых гуталинов и чеши в шахту. Привести мне Гудвина живого и здорового!!! Хотя... Лучше не надо. Фиг знает, что ты там натворишь. Значит так. {обращаясь к охране} Уведите негров. Со Снежком дойдите до шахт, пусть покажет место. Звонгендабу - в карцер, я с ним позже разберусь."
5z_Process.19,"Есть выполнять приказ!"
5c_Sheet.1,"going_to_guver_with_goodwin_and_zvongendaba"
5b_Process.15,"Снежок! Гудвин - моя собственность. Что он хочет, а чего не хочет - решаю лично я. {кивает охране} Увести. С его глазом мы потом разберёмся. Я как только его увидел первый раз три дня назад - сразу понял, что это за человек. Но такого, конечно, не предполагал."
5_Process.50,"А что, во внутренней охране люди уже не требуются?"
5_Process.72,"{взять чёрную робу, автомат и патроны}"
5_Process.61,"{подписать}"
4_Process.66,"Я тебя, дурила, в расход сейчас пущу, понял? <edgy>"
4_Process.44,"Отлично. {прячет листок в ящик} Стало быть, имеется для тебя  работка. Не совсем то, что я обещал сперва, но тоже может понравиться."
4_Process.22,"А если пораню или грохну кого-нибудь случайно?"
2c_Process.152,"[выход]"
2c_Process.141,"Ну, а чего ждём? Тебе же начальник сборки ясно сказал - иди в сортир, произведи раскопки, с результатами вернись к нему. Всё, выполняй. {протягивает поварёшку} <smile5>"
2c_Preparation.132,"Надо сходить на склад и принести Гуверу бутылку водки."
2c_Process.9,"{Гувер поднимает глаза} Ты, свиная харя, или прекращай молчать как полено, или я тебя закопаю. <contempt>"
2a_Process.119,"Странно как-то. Он же говорил - электрики нужны."
2a_Process.108,"Вопросов больше не имею."
2a_Process.80,"Ну, думай, задумчивость ты наша. Только не тормози слишком долго. <attention>"
2_Process.81,"А шёл бы ты, [censored] [censored], со своими [censored] наездами к [censored] [censored]! [Censored] я вас всех в [censored]! Ты чё, пухлый? Решил, что главный тут? Да я тебя закопаю, [censored]! <rage2>"
1_Process.7,"Моё?"
1_Process.152,"{выход}"
1_Process.130,"Как же вы без электрика живёте?"
1_Process.64,"Блин, что у вас тут за рабовладельческий строй процветает, а? Мало того, что на гадюшник этот попал ни за что, так ещё и пахать заставляют как лося! <contempt>"
1_Process.53,"Хлеборезами трудятся те, кто в литейке год проработал. Так что ты на правильном пути. Что умеешь делать кроме распилки хлеба? <attention>"
1_Process.20,"Не знаю, не уверен..."
Q_Process.86,"И?"
14_Preparation,"Гувер дал мне задание - расследовать факты побега людей с промзоны. Рекомендует проверить паровоз, курсирующий между промзоной, где я нахожусь, и городом @northtown."
12_Process.26,"@hero! Положение твоё безнадёжно. Единственное, чем я рискую - это дорогостоящими патронами. Однако на кону - моя личная репутация, и за ценой я не постою. Прекращай безнадёжные попытки выдвигать какие-то условия и сдавайся. <smile5>"
5f_Process.36,"А что было делать? Они Гудвина не хотели отдавать."
5b_Process.7,"{Снежок рушится на колени перед Гувером} Нечистый попутал. Всё скажу, во всём сознаюсь - только не губи! Тройную норму выдам, сильное колдунство на кирки наложу! <fear>"
5_Process.95,"{Гувер качает головой} Требуются-то они требуются, только во внешней охране они нужны куда сильнее. Тут постоянно шпионов ловят - с Юга. И сейчас один в карцере сидит, например. Периметр нужно охранять. Ещё побег у нас был двадцать дней назад - так и не поймали человека. А всё почему? Охранников не хватает. В общем, так надо, @hero. Жалеть не будешь."
5_Sheet.93,"электриком был Кабан или охраником"
5_Process.84,"{Обращаясь к Гудвину, но не глядя на него} Я тебя когда-то вытащил из людоедского плена, где тебя хотели сожрать. Я давал тебе всё самое лучшее. Я относился к тебе, как никогда не относился ни к кому на этой планете - а живу я тут уже давно. Теперь ты предпочёл мне негров-шахтёров. Так вот. После негров-шахтёров я к тебе даже прикасаться не хочу. Пшёл вон. <disgust1>"
5_Process.73,"Отлично. {прячет листок в ящик} Начальник у тебя всё тот же. Это я. Задача у тебя пока что простая - ходить по территории и охранять периметр. Для начала - просто обойди территорию и ознакомься с ситуацией. Никто не должен проникать ни туда, ни обратно через заборы, подкопы, по лестницам, посредством катапульт и т.п. Ходить ты там будешь, понятно, не один, но. Все совершённые с этого момента побеги - помяни моё слово - будут повешены на самого молодого. Кто это - догадайся сам.\n\nДолжен предупредить также об ответственности за попытку побега с территории промзоны. С этим у нас всё действительно очень просто. Домну в литейке видел? Все побеги заканчиваются в домне. Ну да ты паренёк толковый - повода, скорее всего, не будет. Держи обмундирование и заступай. {выдаёт чёрную робу, автомат \"Крыса\" и несколько патронов к нему}"
4_Sheet.2,"dialog 3"
2c_Process.164,"[выход]"
2c_Process.23,"Я не пацан на побегушках, а охранник. Я этого делать не обязан. <edgy>"
2c_Process,"{Гувер сидит за столом, не глядя в твою сторону} Опять проявил себя, стало быть?"
2a_Document,"Гувер пригласил меня во внутреннюю охрану. Хочет, чтобы я стал его телохранителем."
2a_Process.81,"Я уже подумал, вообще-то!"
2_Process.71,"Хорошо подумал, прежде чем эту [censored] ляпнуть?"
2_Process.60,"Чё ты молчишь как чурбан, тупое твоё рыло? Быстро, [censored], говори, за какие подвиги зону топчешь! <rage2>"
1b_Process.9,"Вернусь - доложу, босс."
1_Process.175,"Зовут @hero. "
1_Process.142,"Попробовать можно."
1_Process.10,"А вот я подумал - вам хлеборез не нужен случайно? Имею огромный опыт."
1_Process.8,"Практически всё. Могу копать. Могу не копать. Могу есть. А могу, наоборот - очень много есть."
Q_Process.87,"Вторая бригада, несмотря на отменное здоровье и нерастраченные силы, оказалась неспособной к выполнению плана. Как ни надрывался Звонгендаба, всё равно результаты были далеки от запланированных. Кто-то пустил слух, что у первой бригады – волшебные кирки, заколдованные лично Снежком. Снежок не пытался отрицать этого факта, потому что действительно был самым авторитетным точильщиком кирок в первой бригаде, и считался колдуном. Вторая бригада работать без волшебных кирок не хотела, и однажды в полном составе прибыла в гости к первой для выяснения отношений. Снежок точить кирки южным категорически отказался, и завязалась драка, в результате которой все кирки у первой бригады были отобраны и поделены между людьми Звонгендабы."
14a_Process,"{глядит чуть искоса} Ну что, @hero? Понял, где у нас брешь в охране, через которую рабочая сила утекает? Или мне ещё кого-нибудь смышлёного к этому делу привлечь?"
13_Process.22,"Лучше извинись. <contempt>"
13_Process.6,"{морщится, как от зубной боли} Как же мне этот Сухарь надоел со своими жалобами, со своей беспомощностью, со своими вечными какими-то клюшками. Слышь, @hero, пойди разберись там. Все полномочия - у тебя. Но если что, ответишь головой, порядок обычный. Мне просто некогда - тут все будто с цепи сорвались, уроды. Жду доклада."
10_Process.20,"{Гувер в ярости} Что за [censored]??? За какие грехи я окружён предателями? Вот денёк так денёк! @hero! Или ты сейчас же отправляешься выполнять поручение, или я на полном серьёзе подумаю, что ты сговорился с Волком. <rage2>"
10_Process,"Окопался на электростанции, волчара. @hero! Бери Гаврилу с Хомяком и достань урода, быстро! Можешь пристрелить на месте, я разрешаю. Держи ствол. {выдаёт пистолет и патроны}. Приступай быстрее! <disgust1> "
9_Process.61,"{кивнуть} Полностью солидарен!"
9_Process.3,"Пока нет ничего. Рутина. Заставляет отчёты проверять. Скука смертная."
8a_Process.5,"{Гувер смотрит на тебя, как солдат на вошь} Над моим предложением, баран. <edgy>"
8_Process.22,"{громко смеётся} А кто буквально пять минут назад Шубу сдал?  Наверно, я? {глумливо} Тебе ведь благородство-то не позволяет никого закладывать. Запомни, @hero - ты по жизни или со мной, или со своим благородством. Ещё раз - задание готов выполнять? <smile2>"
8_Process.11,"У меня есть заместитель по безопасности. Зовут его Волк. Этот Волк в последнее время ведёт себя как-то странно. У меня есть серьёзные основания для того, чтобы заподозрить Волка в нехорошем. Но для начала необходимо собрать доказательную базу - то бишь, улики, факты и прочие сведения. Поработать над этим я поручаю тебе. Справишься - получишь кредит доверия. Не справишься - не получишь. Но я бы тебе посоветовал к заданию отнестись пристрастно и творчески - жизнь твоя может от этого стать проще и приятнее. В противном же случае за результат твоей жизни я бы не поручился."
8_Process,"Отлично. Но сперва, покуда мы с тобой вместе не особо светились, есть у меня к тебе поручение."
5d_Process.41,"Звонок сильно завидовал замечательному приобретению Снежка и пытался отобрать у него Гудвина. Поэтому, когда я появился в шахтах, ни Снежок, ни Звонгендаба сперва ни словом не обмолвились о Гудвине - несмотря на вражду, это была их общая тайна. Мы, однако, тоже не пальцем деланы - умеем и завоёвывать друзей, и оказывать влияние на людей. Так что, полагаю, никто не ушёл обиженным."
5c_Process.24,"{передать Звонгендабу охране}"
5c_Process.13,"{Звонгендаба ухмыляется} Да на кой он мне. Его Снежок уволок, а повязали меня. Дело обычное. Я и на планету попал точно так же, и на промзону вашу угодил вместо другого. Мне не привыкать, что меня крайним назначают. <smile5>"
5b_Process,"{Гувер кивает на Снежка} Стало быть, этот урод всему виной? <attention>"
5a_Sheet.12,"take_away_snowball_from_guver"
5_Process.30,"{Гувер морщится} Ладно, Гудвин, ступай. В туалет сходи, и вымойся хорошенько. Мы с тобой сегодня ещё пообщаемся. <discontent>"
4_Process.13,"{подписать}"
4_Process.46,"Какая?"
4_Process.35,"{Гувер криво ухмыляется, но взгляд его мрачен} То есть, по понятиям жить желания нет. Понятно. Ну а по другому у нас просто не живут. Гаврила и Хомяк! Продать его. <smile5>"
4_Process.9,"Без проблем."
3_Process,"{Гувер смотрит на тебя безразлично} Ну, что нового?"
2c_Process.176,"Ну, а чего ждём? Тебе же начальник цеха сборки ясно сказал - иди, общайся с Фофаном. <attention>"
2c_Preparation.145,"Сходить и основательно порыться в сортире. С результатами раскопок вернуться с Генеральному."
2c_Process.143,"Ладно, сделаю. {взять поварёшку}"
2a_Process.181,"Очень внимательно слушаю. <attention>"
2a_Process.71,"Гляди-ка! Целый ряд! Давай, пока мне весело. <smile1>"
2_Process.83,"Гаврила и Хомяк! Уймите [censored] пробитого. <edgy>"
1_Process.33,"{призадумавшись} Странно. А сперва ты мне вменяемым показался. {щёлкает пальцами} Гаврила и Хомяк! Этого - на продажу людоедам. Им он  пригодится сильнее, чем нам. Мясистый такой."
1_Process.11,"Моё?"
1_Process.154,"Отлично. Начинай пытаться. Парни, проведите молодого к Толяну, пусть поглядит."
1_Process.143,"Не уверен я, что на электрика потяну. Не знаю, что сказать."
1_Process.77,"Давайте, продавайте. Хоть не увижу вас больше."
1_Process.55,"В общем, я только на хлебореза согласный. Ничего другого делать не хочу. И вообще - требую немедленного освобождения. На каком основании вы меня здесь держите, а? <edgy>"
14_Document,"Начальник промзоны Гувер рассказал мне, что за последнее время с территории промзоны бесследно скрылись как минимум двое. Метод побега Гуверу неясен, однако он предполагает что, вероятнее всего, беглецы каким-то образом использовали в своих целях паровоз. Я теперь отвечаю за охрану патронного завода, так что в случае, если побеги не прекратятся, мне придётся как-то отчитываться перед Гувером.\n\nНа паровоз забираться ни в коем случае нельзя - охрана сразу бьёт на поражение."
10_Process.7,"Приступаю."
8_Preparation,"Добыть компромат на заместителя Гувера - Волка."
8_Process.23,"Надо подумать."
6b_Process.24,"@hero! Почему я, сидючи в кабинете, узнаю больше, чем ты, находясь на задании? На фига ты их мне приволок, даже не расспросив как следует? Выполнять твою работу не входит в мои обязанности! Короче. Подойди к столу. <attention>"
6b_Process.13,"{Снежку} Давай, сознавайся - только резко. <attention>"
5d_Process.20,"У меня было задание - урегулировать конфликт между неграми, выявить зачинщиков и привести их сюда. Это задание я выполнил. Причина конфликта - негр Снежок. Именно он украл Гудвина. Или даже, скорее, переманил. А вот главный разжигатель свары, которого я подозреваю в убийстве лично или через подручных не менее двух рабочих - это негр Звонгендаба, или по-нашему Звонок."
5b_Process.18,"Так точно."
5_Process.53,"{Гувер качает головой} Требуются-то они требуются, только во внешней они нужны куда сильнее. Тут постоянно шпионов ловят - с Юга. И сейчас один в карцере сидит, например. Периметр нужно охранять. Ещё побег у нас был двадцать дней назад - так и не поймали человека. А всё почему? Охранников не хватает. Говорю же, мало у меня людей (не сволочей, а людей), которым  доверять можно. Подумай хорошенько."
5_Preparation,"Гувер назначил меня на должность внешнего охранника. Дал команду обойти всю промзону за пределами оружейного завода."
5_Process.86,"ВОН!!! {рука Гувера указывает на дверь} <rage2>"
5_Process.20,"Сидел в хранилище взрывчатки, прятался. Говорил - хочу с неграми жить, с Гувером жить не хочу."
5_Process.64,"Что-то живот прихватило. Сейчас вернусь."
4_Process.58,"Я по-негритянски говорить не умею, извиняй."
4_Process.36,"Не буду."
4_Process.25,"Тогда точно авторитетные люди решать будут. Да не боись ты, у нас всё честно."
4_Process.14,"А как это - \"согласно понятиям\"?"
2c_Preparation.179,"Пойти и пообщаться с Фофаном насчёт украденных деталей."
2c_Process.177,"Есть."
2c_Process.36,"А мне без интереса - что тебе нравится, а что нет. Или будешь исполнять приказы, или внезапно подохнешь. Всё, последний шанс, чтобы начать думать. <disgust1>"
2c_Process.25,"{Гувер обрушивает кулак на ветхий стол. Стакан на столе подпрыгивает, падает набок и катится к краю. Гувер ловит стакан, аккуратно ставит на прежнее место и обращается к тебе спокойно, даже мягко} Будешь делать то, что тебе прикажут начальники цехов - если я не прикажу обратного. {сделав паузу, внезапно начинает орать} Осознал на сей раз, или через анальный зонд объяснить!? <rage2>"
2a_Process.171,"Давай. <attention>"
2a_Process.160,"Хорошо над своими словами подумал? Ничего больше вспомнить не хочешь?"
2a_Process.61,"Не, я её не взял даже. Понял, что пора идти правду рассказывать."
2_Process.51,"Короче. Есть идея одна насчёт тебя, барана. Говори быстро, за что приземлили.\n<attention>"
2_Process.40,"Не было никакого изнасилования. Так, баловство. Могу описать в красках..."
1a_Process,"{За столом сидит человек рыхлого телосложения, невысокого роста, однако взгляд у него жёсткий и пристальный. Очевидно, это местный лидер} Решил побуянить, да? Давай, давай. Давненько мы никого людоедам не продавали. Имя. <contempt>"
1_Process.45,"Кровью умоетесь, мрази! А ну, кто первый на новенького?! <rage2>"
1_Process.23,"Ну что же. Дубина - вот она. {выдаёт дубинку} На людях применять в данный момент не требуется. Иди к литейке, в которой ты не так давно уголь ворочал. Рядом с литейкой неминуемо увидишь склад. В этом складе никого нет, там у нас живут крысы. Мной принято судьбоносное решение крыс на складе извести. Эта историческая миссия поручается тебе. Если вдруг справишься - поговорим о зачислении в охрану."
1_Sheet.217,"convoy_to_guver"
