STRID,LOC,STR,AGI,CON,INT,CHA,PER,AGE,SEX,HGT,LEV,PARTY,TAG1,TAG2,TRAIT1,TRAIT2,HP,SP,AC,SMG,BIGG,NRG,THROW,MELEE,SCOUT,REP,MED,THIEF,BAR,TAG1,TAG2,MONEY,ITEMS,HAND,MODEL,RACE,TATOO,HEAD,HEAD_SPECIAL,HEAD_OVERWRITE,CANT_LOOT,NAME1,NAME2
BlackLeader,crashsite_crashsite,5,5,5,5,11,5,5,M,190,2,,,,,,8,,,20,20,0,20,10,20,0,0,18,0,,,0,"CAGED_SMOKING.R,RAPPER_TROUSERS.B",,man,black2,,BlackSlave2,,,,Black leader,Чернорабочий
Blackskin,norcity_mar_car,5,5,9,5,30,5,5,M,180,25,,,,,,200,,,90,90,90,100,90,90,90,0,200,0,,,0,"CAGED_SMOKING.G,SPORTS_SHIRT.R,STRETCH_JEANS.G,BOOTS_LEADER.R,BLASTER_B7",,man,black1,,,,,,Blackskin,Черныш
Blackskin_Guard1,norcity_mar_car,5,5,9,5,30,5,5,M,195,25,,,,,,200,,,90,90,90,100,90,90,90,0,200,0,,,0,"STEEL_CHAINMAIL.R,RAPPER_TROUSERS.B,BOOTS_LANDROVER.R,CLUB,BLASTER_B7",,man,Black2,,BlackSlave6,,,,Blackskin guard,Охранник
Blackskin_Guard2,norcity_mar_car,5,5,9,5,30,5,5,M,195,25,,,,,,200,,,90,90,90,100,90,90,90,0,200,0,,,0,"COWBOY_SHIRT.G,RAPPER_TROUSERS.R,BOOTS_LANDROVER.R,CLUB,BLASTER_B7",,man,black1,,BlackSlave7,,,,Blackskin guard,Охранник
Blackskin_Guard3,norcity_mar_car,5,5,9,5,30,5,5,M,195,25,,,,,,200,,,90,90,90,100,90,90,90,0,200,0,,,0,"IRON_CHAINMAIL.R,RAPPER_TROUSERS.G,BOOTS_LANDROVER.R,CLUB,BLASTER_B7",,man,Black2,,BlackSlave5,,,,Blackskin guard,Охранник
Blackskin_Guard4,norcity_mar_car,5,5,9,5,4,5,5,M,195,10,1,,4,-1,-1,24,,,25,25,0,50,40,30,0,0,20,0,,,0,"SPORTS_SHIRT.R,STRETCH_JEANS.G,BOOTS_FOOTMAN.R,AWL,CLUB,BREAD,POTATOES,POTATOES,POTATOES",,man,black1,,BlackSlave3,,,1,Lockhead,Дуболом
Blackskin_Guard5,norcity_mar_car,5,5,9,5,5,5,5,M,195,10,1,,4,-1,-1,24,,,25,25,0,50,40,40,0,0,20,0,,,0,"COWBOY_SHIRT.B,RAPPER_TROUSERS.R,BOOTS_LANDROVER.R,AWL,CLUB,BREAD,POTATOES,POTATOES,MEAT",,man,black2,,BlackSlave5,,,1,Ashes,Пепел
BlackSlave,norcity_mar_car,5,5,5,5,5,5,5,M,,1,,,,,,4,,,,,0,,,,0,0,33,0,,,0,"TOADSTOOL,HANDMADE_6MM",,man,black2,,BlackSlave,,,,Black slave,Раб-негр
BlackSlave2,norcity_mar_car,6,5,5,6,5,6,5,M,170,1,,,,,,5,,,11,11,0,22,12,10,0,0,26,0,,,0,"BLEVANTON,MUSHROOM,KNUCKLES,BREAD,WILDGANJA,RAT_FUR",,man,Black2,,BlackSlave5,,,,Black slave,Раб-негр
BlackSlave3,norcity_bldance,6,5,6,6,6,6,5,M,180,1,,,,,,5,,,11,11,0,22,12,10,0,0,24,0,,,0,"BREAD,WILDGANJA,SPOTTEDBLEVANTON,SPOTTEDBLEVANTON",,man,Black2,,BlackSlave6,,,,Black slave,Раб-негр
BlackWorker1,crashsite_crashsite,5,5,5,5,9,5,5,M,170,1,,,,,,4,,,20,20,0,10,0,20,0,0,16,0,,,0,"ROUND_PUMPON.R,RAPPER_TROUSERS.R",broom,man,black2,,BlackSlave6,,,,Black worker,Негр
BlackWorker2,crashsite_crashsite,5,5,4,5,6,5,5,M,180,1,,,,,,3,,,20,20,0,10,0,20,0,0,16,0,,,0,"ROBE.G,BOOTS_COLONIST.R",,man,black2,,BlackSlave5,,,,Man without trousers,Негр без штанов
blnorth_f_black_corpse,norcity_bldance,7,6,8,6,6,7,5,M,175,0,,,,,,120,,,50,50,0,60,50,20,0,200,51,0,,,0,,,man,Black2,,BlackSlave,,,,Corpse,Труп
blnorth_f_black_EliteFight01,norcity_blnorth,7,6,8,6,13,7,5,M,175,20,,,,,,120,,,90,90,0,96,86,20,0,200,51,0,,,0,"STUDDED_LEATHER_JACKET.R,BLOUSE.G,RAPPER_TROUSERS_1.G,BOOTS_FOOTMAN.R,AMMO_9MM:25,FINNISH_KNIFE,PISTOL_BEAST,POTATOES,MEAT,MEDIKIT_1,CIGARETTE,ACID,GANJA",,man,Black2,,BlackSlave,,,,Guard,Подколдунок
blnorth_f_black_EliteShot02,norcity_blnorth,6,7,7,7,13,7,5,M,170,20,,,,,,120,,,90,90,0,96,86,25,0,200,51,0,,,0,"ROUND_PUMPON.B,STUDDED_LEATHER_JACKET.R,SLEEVELESS_SHIRT.R,SLEEVELESS_SHIRT.G,RAPPER_TROUSERS_1.G,BOOTS_FOOTMAN.R,AMMO_9MM:16,SPIKED_KNUCKLES,PISTOL_BEAST,BREAD,CARROT,MEAT,MEDIKIT_1,VODKA,BRUISE",,man,Black1,,BlackSlave3,,,,Guard,Подколдунок
blnorth_f_black_EliteShot03,norcity_blnorth,6,7,6,7,12,7,5,M,180,20,,,,,,120,,,90,90,0,96,86,25,0,200,51,0,,,0,"BASEBALL_CAP.B,BIG_GOLD_CHAIN.G,STUDDED_LEATHER_JACKET.R,SPORTS_SHIRT.R,RAPPER_TROUSERS_1.G,BOOTS_FOOTMAN.R,AMMO_9MM:34,SPIKED_KNUCKLES,PISTOL_BEAST,CARROT,MEAT,MEAT,CIGARETTE,GANJA,GANJA,KEY_MUPALOPOPONIPALAR",,man,Black2,,BlackSlave4,,,,Guard,Подколдунок
blnorth_f_black_EliteShot04,norcity_blnorth,6,5,6,6,11,6,5,M,170,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"EURO.R,SLEEVELESS_SHIRT.R,RAPPER_TROUSERS.R,BOOTS_FOOTMAN.R,AMMO_9MM:27,AWL,PISTOL_BEAST,BREAD,BREAD,BREAD,CARROT,CARROT,POTATOES,MEAT,MEDIKIT_1",,man,Black2,,BlackSlave5,,,,Guard,Подколдунок
blnorth_f_black_Fight01,norcity_blnorth,6,5,8,6,9,6,5,M,170,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"EAR_FLAPS.R,EURO.R,BLOUSE.R,RAPPER_TROUSERS.G,BOOTS_FOOTMAN.R,AWL,BREAD,BREAD,POTATOES,POTATOES,POTATOES",,man,Black2,,BlackSlave6,,,,Guard,Подколдунок
blnorth_f_black_Fight02,norcity_blnorth,6,5,7,6,10,6,5,M,175,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"PANAMA.R,SPORTS_SHIRT.G,RAPPER_TROUSERS.G,BOOTS_FOOTMAN.R,AWL,CARROT,POTATOES,POTATOES,POTATOES,MEAT",,man,Black1,,BlackSlave7,,,,Guard,Подколдунок
blnorth_f_black_Saboteur01,norcity_blnorth,8,7,9,7,12,8,5,M,180,20,,,,,,140,,,90,90,0,96,86,25,0,200,51,0,,,0,"STUDDED_LEATHER_JACKET.G,KHAKI_SHIRT.R,RAPPER_TROUSERS_1.R,BOOTS_LANDROVER.R,FINNISH_KNIFE,BREAD,CARROT,CARROT,POTATOES,MEAT,MEAT,MEAT,MEDIKIT_2,CIGARETTE",,man,Black2,,BlackSlave8,,,,Guard,Подколдунок
blnorth_f_black_Shot01,norcity_blnorth,5,6,6,7,11,6,5,M,165,20,,,,,,100,,,90,90,0,96,86,20,0,200,51,0,,,0,"BASEBALL_CAP.R,EURO.G,COWBOY_SHIRT.G,RAPPER_TROUSERS.G,BOOTS_FOOTMAN.R,AMMO_6MM:38,KNUCKLES,PISTOL_STUPID,ANTIDOT_PIG,ACID,BLEVANTON,GANJA,GANJA,JERBOA_FUR",,man,Black2,,BlackSlave,,,,Guard,Подколдунок
blnorth_f_black_Shot02,norcity_blnorth,5,6,5,7,11,6,5,M,179,20,,,,,,100,,,90,90,0,96,86,20,0,200,51,0,,,0,"ROLL_NECK.R,RAPPER_TROUSERS.G,BOOTS_FOOTMAN.R,AMMO_6MM:34,KNUCKLES,PISTOL_STUPID,BREAD,BREAD,CARROT,POTATOES,CIGARETTE,CIGARETTE",,man,Black1,,BlackSlave3,,,,Guard,Подколдунок
blnorth_f_black_Shot03,norcity_blnorth,5,6,7,7,10,6,5,M,175,20,,,,,,100,,,90,90,0,96,86,20,0,200,51,0,,,0,"DOLLAR.R,ROLL_NECK.G,RAPPER_TROUSERS.R,BOOTS_FOOTMAN.R,AMMO_6MM:35,KNUCKLES,PISTOL_STUPID,BREAD,BREAD,BREAD,MEAT,CIGARETTE,TOADSTOOLBLUE",,man,Black2,,BlackSlave4,,,,Guard,Подколдунок
blnorth_f_black_Shot04,norcity_blnorth,5,6,6,7,11,6,5,M,165,20,,,,,,100,,,90,90,0,96,86,20,0,200,51,0,,,0,"BASEBALL_CAP.G,ROLL_NECK.B,RAPPER_TROUSERS.R,BOOTS_FOOTMAN.R,AMMO_6MM:20,KNUCKLES,PISTOL_STUPID,BREAD,POTATOES,MEAT,CIGARETTE,GANJA,JERBOA_FUR",,man,Black2,,BlackSlave5,,,,Guard,Подколдунок
blnorth_f_black_Shot05,norcity_blnorth,6,5,7,6,11,6,5,M,180,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"EURO.G,ROLL_NECK.B,RAPPER_TROUSERS.B,BOOTS_FOOTMAN.R,AMMO_6MM:34,AWL,PISTOL_STUPID,BREAD,BREAD,CARROT,POTATOES,POTATOES,MEAT,MEDIKIT_1",,man,Black2,,BlackSlave6,,,,Guard,Подколдунок
blnorth_f_black_Shot06,norcity_blnorth,6,5,6,6,10,6,5,M,175,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"ROUND_PUMPON.B,ROLL_NECK.G,RAPPER_TROUSERS.R,BOOTS_FOOTMAN.R,AMMO_6MM:34,AWL,PISTOL_STUPID,CARROT,CARROT,POTATOES",,man,Black2,,BlackSlave8,,,,Guard,Подколдунок
blnorth_f_black_Shot07,norcity_blnorth,6,5,9,6,11,6,5,M,180,20,,,,,,100,,,90,90,0,96,86,15,0,200,51,0,,,0,"DOLLAR.R,ROLL_NECK.R,RAPPER_TROUSERS.B,BOOTS_FOOTMAN.R,AMMO_6MM:27,AWL,PISTOL_STUPID,BREAD,BREAD,MEAT,MEAT,MEDIKIT_1,MEDIKIT_1",,man,Black1,,BlackSlave3,,,,Guard,Подколдунок
blnorth_f_black_Sniper01,norcity_blnorth,7,8,8,8,14,8,5,M,185,20,,,,,,140,,,90,90,0,96,86,30,0,200,51,0,,,0,"BIG_GOLD_CHAIN.R,STUDDED_LEATHER_JACKET.G,KHAKI_SHIRT.R,RAPPER_TROUSERS_1.R,BOOTS_LANDROVER.R,AMMO_6MM:20,ROSE_KNIFE,RIFLE_BOLT,BREAD,POTATOES,MEAT,MEAT,MEDIKIT_2,ACCELERATOR,CIGARETTE,JERBOA_FUR",,man,Black2,,BlackSlave,,,,Guard,Подколдунок
blvill_f_overseer01,blvill_blvill,8,7,9,7,18,8,5,M,180,60,,,,,,420,,,170,170,0,168,158,55,0,0,200,0,,,0,"BANDANA.G,LIGHT_BODYARMOR.R,SPORTS_SHIRT.R,CAMOUFLAGE_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:30,AMMO_16GA:30,TITANIUM_PLATE,HATCHET,PISTOL_MAD_BULL",SHOTGUN_PREDATOR,man,Black1,,BlackSlave3,,,,Guard,Смотрящий
blvill_f_overseer02,blvill_blvill,8,7,7,7,18,8,5,M,185,60,,,,,,420,,,170,170,0,168,158,55,0,0,200,0,,,0,"BANDANA.R,MEDIUM_BODYARMOR.R,SPORTS_SHIRT.G,CAMOUFLAGE_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:30,AMMO_16GA:30,STEEL_PLATE,HATCHET,PISTOL_MAD_BULL",SHOTGUN_PREDATOR,man,Black2,,BlackSlave2,,,,Guard,Смотрящий
blvill_f_overseer03,blvill_blvill,8,7,8,7,18,8,5,M,185,60,,,,,,420,,,170,170,0,168,158,55,0,0,200,0,,,0,"BERET.R,MEDIUM_BODYARMOR.R,CAMOUFLAGE_SHIRT.R,CAMOUFLAGE_TROUSERS.R,BOOTS_LEADER.R,STEEL_PLATE,STILETTO,STEW_GRENADE",,man,Black2,,BlackSlave6,,,,Guard,Смотрящий
blvill_f_overseer04,blvill_blvill,8,7,8,7,18,8,5,M,190,60,,,,,,420,,,170,170,0,168,158,55,0,0,200,0,,,0,"BERET.G,MEDIUM_BODYARMOR.R,KHAKI_SHIRT.R,CAMOUFLAGE_TROUSERS.R,BOOTS_LEADER.R,STEEL_PLATE,STILETTO,STEW_GRENADE",,man,Black2,,BlackSlave5,,,,Guard,Смотрящий
Boar,Init,7,5,7,5,5,6,21,M,,5,1,2,4,-1,-1,30,37.5,,0,0,0,10,0,0,0,0,0,0,,,,,,man,white1,,,,,,Boar,Кабан
Boar1,Init,7,5,7,5,5,6,21,M,,5,1,2,4,-1,-1,30,37.5,,0,0,0,10,0,0,0,0,24,0,,,12345678,,,man,white1,,,,,,Boar,Кабан
Boar10,Init,7,5,7,5,5,6,21,M,,30,1,2,4,-1,-1,180,100,,5,5,0,20,10,5,2,0,69,0,,,12345678,"HELMET.R,MEDIUM_BODYARMOR.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_6MM:60,AMMO_9MM:60,AMMO_12GA:20,IRON_PLATE,KATANA,MOLOTOV_GRENADE,LEMON_GRENADE,SHOTGUN_OGRE,RIFLE_PIPE",smg_squall,man,white1,,,,,,Boar,Кабан
Boar11,Init,7,5,7,5,5,6,21,M,,33,1,2,4,-1,-1,198,107.5,,10,10,0,30,20,10,4,0,74,0,,,12345678,"HELMET.R,MEDIUM_BODYARMOR.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_6MM:60,AMMO_9MM:60,AMMO_12GA:20,STEEL_PLATE,KATANA,MOLOTOV_GRENADE,BIG_HAND_GRENADE,SHOTGUN_OGRE,RIFLE_PIPE",smg_squall,man,white1,,,,,,Boar,Кабан
Boar12,Init,7,5,7,5,5,6,21,M,,36,1,2,4,-1,-1,216,115,,15,15,0,40,30,15,6,0,79,0,,,12345678,"HELMET.R,CUIRASS.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_6MM:100,AMMO_9MM:100,AMMO_12GA:50,KATANA,MOLOTOV_GRENADE,BIG_HAND_GRENADE,SHOTGUN_CHUCHUNDRA,PISTOL_GUARD",rifle_tornado,man,white1,,,,,,Boar,Кабан
Boar13,Init,7,5,7,5,5,6,21,M,,39,1,2,4,-1,-1,234,122.5,,20,20,0,50,40,20,8,0,85,0,,,12345678,"HELMET.R,CUIRASS.R,STEEL_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_6MM:100,AMMO_9MM:100,AMMO_12GA:50,KATANA,MOLOTOV_GRENADE,BIG_HAND_GRENADE,SHOTGUN_CHUCHUNDRA,PISTOL_GUARD",rifle_tornado,man,white1,,,,,,Boar,Кабан
Boar14,Init,7,5,7,5,5,6,21,M,,42,1,2,4,-1,-1,252,130,,25,25,0,50,40,25,10,0,90,0,,,12345678,"HELMET.R,CUIRASS.R,STEEL_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_9MM:100,GRENADE_30MM:6,MOLOTOV_GRENADE,BIG_HAND_GRENADE,LAUNCHER_PRESENT",rifle_atas,man,white1,,,,,,Boar,Кабан
Boar15,Init,7,5,7,5,5,6,21,M,,45,1,2,4,-1,-1,270,137.5,,25,30,20,50,40,30,12,0,96,0,,,12345678,"HELMET.R,CUIRASS.R,STEEL_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_9MM:100,GRENADE_30MM:6,MOLOTOV_GRENADE,BIG_HAND_GRENADE,LAUNCHER_TERMINATOR,TELESCOPE",rifle_atas,man,white1,,,,,,Boar,Кабан
Boar16,Init,7,5,7,5,5,6,21,M,,48,1,2,4,-1,-1,288,145,,25,35,40,50,40,35,14,0,100,0,,,12345678,"HELMET.R,FULL_P.R,CUIRASS.R,STEEL_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_9MM:100,GRENADE_30MM:6,MOLOTOV_GRENADE,BIG_HAND_GRENADE,RIFLE_ATAS,LAUNCHER_TERMINATOR,TELESCOPE",mg_kain,man,white1,,,,,,Boar,Кабан
Boar17,Init,7,5,7,5,5,6,21,M,,51,1,2,4,-1,-1,306,152.5,,25,40,70,50,40,40,16,0,100,0,,,12345678,"COMMANDO_SUIT.R,AMMO_BLASTER:100,GRENADE_80MM:1,SAJ,MOLOTOV_GRENADE,BIG_HAND_GRENADE,LAUNCHER_SHAITAN,RAILGUN",blaster_e95,man,white1,,,,,,Boar,Кабан
Boar18,Init,7,5,7,5,5,6,21,M,,54,1,2,4,-1,-1,324,160,,25,85,100,50,40,45,18,0,100,0,,,12345678,"COMMANDO_SUIT.R,AMMO_BLASTER:100,GRENADE_80MM:1,SAJ,MOLOTOV_GRENADE,BIG_HAND_GRENADE,LAUNCHER_SHAITAN,RAILGUN",blaster_e95,man,white1,,,,,,Boar,Кабан
Boar2,Init,7,5,7,5,5,6,21,M,,7,1,2,4,-1,-1,42,42.5,,8,8,0,12,2,0,0,0,27,0,,,12345678,"AMMO_6MM:40,FINNISH_KNIFE",pistol_stupid,man,white1,,,,,,Boar,Кабан
Boar3,Init,7,5,7,5,5,6,21,M,,9,1,2,4,-1,-1,54,47.5,,14,14,0,18,8,0,0,0,31,0,,,12345678,"AMMO_6MM:20,AMMO_16GA:20,FINNISH_KNIFE,PISTOL_STUPID",shotgun_friend,man,white1,,,,,,Boar,Кабан
Boar4,Init,7,5,7,5,5,6,21,M,,12,1,2,4,-1,-1,72,55,,20,20,0,22,12,7,0,0,36,0,,,12345678,"AMMO_6MM:60,AMMO_16GA:20,HATCHET,SHOTGUN_FRIEND",smg_rat,man,white1,,,,,,Boar,Кабан
Boar5,Init,7,5,7,5,5,6,21,M,,15,1,2,4,-1,-1,90,62.5,,25,25,0,32,22,12,2,0,42,0,,,12345678,"HELMET.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:60,AMMO_12GA:20,SAJ,SHOTGUN_BEST_FRIEND",smg_rat,man,white1,,,,,,Boar,Кабан
Boar6,Init,7,5,7,5,5,6,21,M,,18,1,2,4,-1,-1,108,70,,30,30,0,42,32,17,4,0,47,0,,,12345678,"HELMET.R,STUDDED_LEATHER_JACKET.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:60,AMMO_12GA:20,HAMMER,SHOTGUN_OGRE",smg_woodpecker,man,white1,,,,,,Boar,Кабан
Boar7,Init,7,5,7,5,5,6,21,M,,21,1,2,4,-1,-1,126,77.5,,35,35,0,52,42,22,6,0,52,0,,,12345678,"HELMET.R,STUDDED_LEATHER_JACKET.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:60,AMMO_12GA:20,HAMMER,STEW_GRENADE,SHOTGUN_OGRE",smg_woodpecker,man,white1,,,,,,Boar,Кабан
Boar8,Init,7,5,7,5,5,6,21,M,,24,1,2,4,-1,-1,144,85,,40,40,0,62,52,27,8,0,58,0,,,12345678,"HELMET.R,LIGHT_BODYARMOR.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LANDROVER.R,AMMO_9MM:60,AMMO_12GA:20,IRON_PLATE,HAMMER,LEMON_GRENADE,SHOTGUN_OGRE,SMG_WOODPECKER",rifle_pipe,man,white1,,,,,,Boar,Кабан
Boar9,Init,7,5,7,5,5,6,21,M,,27,1,2,4,-1,-1,162,92.5,,45,45,0,72,62,32,10,0,63,0,,,12345678,"HELMET.R,MEDIUM_BODYARMOR.R,IRON_CHAINMAIL.R,STUDDED_LEATHER_TROUSERS.R,BOOTS_LEADER.R,AMMO_6MM:60,AMMO_9MM:60,AMMO_12GA:20,HYENA_PLATE,KATANA,MOLOTOV_GRENADE,LEMON_GRENADE,SHOTGUN_OGRE,RIFLE_PIPE",rifle_knacker,man,white1,,,,,,Boar,Кабан
BoarKiller,fight,5,5,4,5,15,5,5,M,185,1,,,,,,3,,,10,50,0,40,30,10,0,0,16,0,,,0,"ARYAN_HELMET.R,FUR_JACKET.R,PANTS.R,BOOTS_COLONIST.R,AMMO_9MM:5,AMMO_12GA:12,HATCHET,SHOTGUN_BROTHER",rifle_pipe,man,black2,,blackslave,,,,Bandit,Бандит
Bongani,norcity_blnorth,6,5,8,6,30,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,200,0,,,0,"SACKCLOTH.G,SPORTS_SHIRT.G,JEANS.G,BOOTS_FOOTMAN.R",,man,Black1,,,,,,Bongani,Бонгани
Bounty,norcity_sod_sou,5,5,7,5,7,5,5,F,178,1,,,,,,6,,,10,10,10,40,30,20,10,0,16,0,,,0,"FIVE_ELEMENT.R,MINI_SKIRT.R,SHOES.R",,woman,black1,,,,,,Bounty,Баунти
Boyl,norcity_sod_sou,5,5,7,5,11,5,5,M,175,8,,,,,,32,,,50,30,0,90,80,0,0,0,29,0,,,0,"KHAKI_SHIRT.R,STRETCH_JEANS.G,BOOTS_FOOTMAN.R,AMMO_9MM:30,REVOLVER_LAVRENTIY_B",,man,white1,CAT,whiteslave,,whiteslave,,Boyl,Бойл
boyl_overseer1,norcity_sod_sou,5,5,9,5,11,5,5,M,190,8,,,,,,8,,,50,0,0,90,80,0,0,0,16,0,,,0,"KHAKI_SHIRT.R,STRETCH_JEANS.G,AMMO_9MM:30",PISTOL_BEAST,man,white1,CAT,whiteslave,,,,Watcher,Смотрящий
boyl_overseer2,norcity_sod_sou,5,5,9,5,11,5,5,M,190,8,,,,,,8,,,50,0,0,90,80,0,0,0,16,0,,,0,"KHAKI_SHIRT.R,STRETCH_JEANS.G,AMMO_9MM:30",PISTOL_BEAST,man,white1,CAT,whiteslave,,,,Watcher,Смотрящий
boyl_overseer3,norcity_sod_sou,5,5,9,5,12,5,5,M,190,8,,,,,,8,,,50,0,0,90,80,0,0,0,16,0,,,0,"KHAKI_SHIRT.R,STRETCH_JEANS.G,AMMO_9MM:30",PISTOL_BEAST,man,white1,CAT,whiteslave,,,,Watcher,Смотрящий
boyl_overseer4,norcity_sod_sou,5,5,9,5,11,5,5,M,190,8,,,,,,8,,,50,0,0,90,80,0,0,0,16,0,,,0,"KHAKI_SHIRT.R,STRETCH_JEANS.G,AMMO_9MM:30",PISTOL_BEAST,man,white1,CAT,whiteslave,,,,Watcher,Смотрящий
Brick,norcity_wcenter,6,5,8,6,30,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,200,0,,,0,"LEATHER_SHIRT.R,TROUSERS.R,BOOTS_LANDROVER.R",,man,red,,,,,,Brick,Кирпич
Buba,prodzone_dep_ammo,5,5,9,5,30,5,5,M,170,8,,,,,,64,,,,,0,,,,0,0,200,0,,,0,"ROBE_BLACK.G,ROBE_TROUSERS.G,BOOTS_FOOTMAN.R,MEAT",club,man,white1,,,,,,Buba,Буба
bucket,norcity_whharbor,7,8,8,8,11,8,5,M,175,5,,,,,,70,,,35,40,0,25,15,6,0,0,24,0,,,0,"STUDDED_LEATHER_JACKET.R,RAPPER_TROUSERS.R,AMMO_6MM:14,SPIKED_KNUCKLES,STONE_KNIFE,PISTOL_STUPID,BREAD,CARROT,POTATOES,POTATOES,MEAT",,man,white1,CAT,whiteslave,,whiteslave,,Bucket,Черпак
can_a_broom01,cannibals_can_vill,6,5,6,6,12,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,47,0,,,0,"CROSS_CANNIBAL.R,SHORTS.G,BOOTS_COLONIST.R,BROOM,KVAS,SPOTTEDBLEVANTON,HANDMADE_12_DOUBLE,POISON_MOMENT,CIGARETTE,CIGARETTE,KNUCKLES,POISON_MOMENT,TOADSTOOLBLUE,WILDGANJA,ANTIDOT_MOMENT,WILDGANJA,MEAT,CIGARETTE,TOADSTOOLBLUE",BROOM,man,White1,FIGHTER,WhiteSlave,,,,Cannibal,Каннибал
can_a_broom02,cannibals_can_vill,6,5,6,6,13,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,50,0,,,0,"RAGS_TROUSERS.B,BROOM,HUNTING_RIFLE,BREAD,KNUCKLES,MEAT,ANTIDOT_MOMENT,BLEVANTON,TOADSTOOLBLUE,DOG_FUR,TOADSTOOLBLUE,ANTIDOT_PIG,BREAD,RAT_FUR,DOG_FUR,WOOL_CORN,SPOTTEDBLEVANTON,WILDGANJA,BREAD,POISON_MOMENT,TOADSTOOLBLUE",BROOM,man,White1,FIGHTER,WhiteSlave8,,,,Cannibal,Каннибал
can_a_broom03,cannibals_can_vill,6,5,6,6,13,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,63,0,,,0,"STRETCH_JEANS.R,BOOTS_FOOTMAN.R,BROOM,SPIKED_KNUCKLES,BREAD,MEAT,HANDMADE_6MM,FAST_DIVING,CIGARETTE,CARROT,TOADSTOOLBLUE,MEDIKIT_1,CARROT,POISON_PIG,POISON_MOMENT,RAT_FUR,ANTIDOT_PIG,DOG_FUR,DOWNHILL,RAT_FUR,CIGARETTE,WILDGANJA",BROOM,man,White2,FIGHTER,WhiteSlave7,,,,Cannibal,Каннибал
can_a_highlander01,cannibals_can_entr,5,6,9,7,17,6,5,M,165,30,,,,,,150,,,110,110,0,114,104,25,0,0,87,0,,,0,"TURBAN.G,CAMOUFLAGE_SHIRT.R,CAMOUFLAGE_TROUSERS.R,BOOTS_COLONIST.R,VODKA,HANDMADE_12MM,GRENADE_30MM,GANJA,WOOL_CORN,FINNISH_KNIFE,GANJA,MEAT,WOOL_CORN,GANJA,ANTIDOT_PIG,CIGARETTE,POISON_PIG,POISON_PIG",,man,White1,,WhiteSlave,,,,Highlander,Горец
can_a_highlander02,cannibals_can_entr,5,6,9,7,16,6,5,M,175,30,,,,,,150,,,110,110,0,114,104,25,0,0,88,0,,,0,"BANDANA.G,SPORTS_SHIRT.G,CAMOUFLAGE_TROUSERS.R,BOOTS_COLONIST.R,SHOTGUN_BEST_FRIEND,HATCHET,KVAS,ANTIDOT_MOMENT,OBLOM_BOX",,man,White1,,WhiteSlave2,,,,Highlander,Горец
can_a_highlander03,cannibals_can_entr,5,6,8,7,17,6,5,M,165,30,,,,,,150,,,110,110,0,114,104,25,0,0,84,0,,,0,"CAMOUFLAGE_SHIRT.G,CAMOUFLAGE_TROUSERS.R,BOOTS_LANDROVER.R,CIGARETTE,DODGER,PISTOL_BEAST",,man,White1,,WhiteSlave3,,,,Highlander,Горец
can_a_highlander04,cannibals_can_entr,5,6,9,7,16,6,5,M,165,30,,,,,,150,,,110,110,0,114,104,25,0,0,87,0,,,0,"BANDANA.R,CAMOUFLAGE_TROUSERS.R,BOOTS_HIGH.G,SHOTGUN_HELLO,MEDIKIT_1,GANJA,CIGARETTE,CIGARETTE,DODGER",,man,White1,,WhiteSlave9,,,,Highlander,Горец
